公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
燕京啤酒,000729,2023,0.376277,0.060149,0.30398,1.845003,1.204606,0.677953,10.209178,164.790502,1.646846,0.099056,1.436741
