公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
重庆啤酒,600132,2021,0.509398,0.182872,0.728748,0.633398,0.388311,1.137564,6.07872,106.995983,1.48585,0.271721,3.686611
