公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
燕京啤酒,000729,2024,0.407183,0.090269,0.320695,1.670374,1.097633,0.661004,10.852025,163.927552,1.925236,0.173789,1.472093
