公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
青岛啤酒,600600,2021,0.367148,0.107941,0.489,1.586022,1.382229,0.647871,3.02073,66.782017,1.855853,0.200323,1.956947
