公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
青岛啤酒,600600,2025,0.418444,0.14527,0.395526,1.458009,1.254921,0.627192,2.578481,65.839873,0.973522,0.141423,1.65433
