公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
燕京啤酒,000729,2025,0.435604,0.130939,0.29471,1.623242,1.069851,0.653941,9.18153,160.07997,1.355706,0.177515,1.417855
