公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
重庆啤酒,600132,2025,0.508755,0.168335,0.732434,0.489508,0.202035,1.359417,3.73957,106.753245,1.058907,0.178251,3.737401
