公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
重庆啤酒,600132,2023,0.491457,0.183031,0.705161,0.667903,0.406077,1.190688,3.206312,103.358035,1.142124,0.209044,3.391678
