公司名称,股票代码,年份,毛利率,净利率,资产负债率,流动比率,速动比率,总资产周转率,应收账款周转天数,存货周转天数,现金流匹配度,销售现金比率,权益乘数
重庆啤酒,600132,2024,0.485723,0.153598,0.776296,0.47537,0.189318,1.254073,3.191545,103.862786,1.13011,0.173583,4.470199
